,dataset_id,f1_macro_mean_over_runs,f1_macro_std_dev_over_runs,runs,n_runs,pipeline_id
14,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,2ef208e4-b708-428e-a2af-10d6bec85662
15,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,3163f1aa-2984-4975-bd6a-b8fe6797ce98
16,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,ad9800c2-6f94-4aa0-a6cd-dfdbcfa68bde
17,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,77a4f1c8-3246-4fb3-9b3c-eca43970ea91
18,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,3049affb-3fc4-4e52-a88d-9893b89b0d52
19,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,93a7a23c-0a1f-40eb-8b86-dd63d4287ed5
20,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,04465d9e-ece7-409e-82f7-e09f196a5fbd
21,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,99bf86e2-63f9-44b6-9975-a0f57ff9bf20
22,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,a4fc90cf-61ed-4039-b566-c456ae930b71
23,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,826658e7-6514-416a-a8e2-a3954ee57966
24,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,b416a72c-08b2-4796-96ca-88b3a8f58cbd
25,LL0_1121_badges2_dataset,0.9977693757598064,0.004962825634620864,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.987731566678935, 1.0, 1.0, 0.987731566678935]",11,d1197bad-5a70-46c4-a5a5-9eb31666a971
26,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,5eab1692-1b3e-4579-a052-f4cd4d4de6da
27,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,b6c07a42-0d32-4f7c-a476-7edf15131688
28,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,01664abb-da92-4fd3-84a5-b807b73f9232
29,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,4642bfa5-6637-4033-8566-80b918e9e8da
30,LL0_1121_badges2_dataset,0.9717941354666368,0.008327089636285893,"[0.9751984126984128, 0.9751984126984128, 0.9623824451410659, 0.9879793244380334, 0.9751984126984128, 0.9757163671685285, 0.9757163671685285, 0.9623824451410659, 0.9623824451410659, 0.9751984126984128, 0.9623824451410659]",11,f4a911c4-e36a-47f4-8be9-15a3c756b59d
31,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,6dff98f1-c3e7-4560-a465-fe3f97576823
32,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,e8e59881-1195-4722-983e-c17985d1ddff
33,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,47e7897e-d150-4020-b0f5-5106b6ff859f
34,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,dc9a7528-ab06-469f-9abe-859ca828e029
35,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,9ff5f8a9-9499-4604-a263-1c006eca43c8
36,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,4497cfdf-b798-4450-85ef-1b1957e22d14
37,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,bf6440f0-e04a-41fa-aa2c-e40e51fe8544
38,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,de2f66e1-931e-4fe2-90a7-8d3e6e3be64f
39,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,2e1ed1da-c34a-4f73-8084-98e6b4bf784e
40,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,670673cc-e155-4492-b0ba-55dd50eee2e0
41,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,2a899277-4f44-433e-93d1-75f80aab6243
42,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,354bd114-5541-4590-a24b-d28487941f84
43,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,c2486699-12b6-4e2c-a36b-e406e747b966
44,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,4f054ca5-fefd-4596-8ce1-77bea3669416
45,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,4a8b123e-bce7-4e3f-ab3f-279a7e967f39
46,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,1ebebc1b-7064-461f-8f71-607c170185fd
47,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,dbeb4aa8-fe7f-48c5-9301-571c191ccaa1
48,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,bb286590-f47b-404c-9744-18d187f3b78b
49,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,e3a59109-2c94-4521-8f6a-8b106d871fdc
50,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,8af65934-4f90-4127-abe9-e64a5eee9059
51,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,a4c6d42d-5047-41b6-aec9-67e1d8e12980
52,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,8bf38b70-4a93-43e0-a5ea-748c4a6d9653
53,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,8c25312f-b2f7-4cfb-afb0-a8f4660cb055
54,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,7d2f6130-b9df-42f2-b602-8597507877e5
55,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,8d8fff51-6f51-4132-98d9-97181c9d1ff1
56,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,87e678fd-730a-4d54-b15b-27ee489b9f46
57,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,506d9c7a-5cab-4ba7-bb21-ee10cd18bda9
58,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,407577db-aa2b-48b8-9c8a-d12169451131
59,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,f479ae79-742f-4279-b759-62075a1c79b4
60,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,c2ab6be7-ee5c-44e6-92a5-82e144dac8f4
61,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,5c0a20cb-cc25-4e79-8f60-3eef40b78c9d
62,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,619e3b3d-2c51-44e2-b462-468bf36be7bf
63,LL0_1121_badges2_dataset,0.9955387515196127,0.0061897310650167545,"[0.987731566678935, 0.987731566678935, 1.0, 1.0, 0.987731566678935, 1.0, 0.987731566678935, 1.0, 1.0, 1.0, 1.0]",11,f7e1d49f-8e9a-46e5-8837-ddf7dfe0e900
64,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,2583ebb1-2038-4f12-8c80-21d0eeb94935
65,LL0_1121_badges2_dataset,0.9989072113125484,0.003624370051421623,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9879793244380334, 1.0, 1.0]",11,abf93b84-474f-43a6-b0a0-afaa9e7baa4c
66,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,f1b91eea-e61a-4994-b67d-6edd76af9b9b
67,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,c07282d6-43a9-482c-91aa-5cb3112605c3
68,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,5e1065a1-b3cc-4b6e-90cd-340129fd0a94
69,LL0_1121_badges2_dataset,0.9988846878799031,0.0036990718264969195,"[1.0, 1.0, 1.0, 1.0, 0.987731566678935, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,9e50ca04-d174-4f53-ad00-fe6892009273
70,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,73c980c1-4c3e-4ff3-a968-4c9ef97b74ba
71,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,d3dcde45-3ec2-4cb8-9809-525328ed471e
72,LL0_1121_badges2_dataset,0.9978144226250969,0.004862602686355886,"[1.0, 0.9879793244380334, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9879793244380334, 1.0, 1.0]",11,82ecd4a8-5df5-4fa0-92be-f1e65e28e429
73,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,41f80a72-aeb3-468b-9721-88b0669846bc
74,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,8adcaf94-ff7e-4d65-914e-fc95c18f0e47
75,LL0_1121_badges2_dataset,0.9955387515196127,0.006189731065016764,"[0.987731566678935, 1.0, 1.0, 1.0, 0.987731566678935, 1.0, 0.987731566678935, 1.0, 1.0, 1.0, 0.987731566678935]",11,c89c5a26-5fd8-44c7-bc21-7c8f15a8fbc5
76,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,2cf5d617-a402-43c8-8931-2117c6212bb2
77,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,33a79040-5ec5-4b55-8830-081ef9be2b0a
78,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,06bd450c-dff8-489c-b68c-032ba6f48694
79,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,400dedc9-f688-4433-9a7b-94880ca8585e
80,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,a9bf2511-b0a7-4e9f-af1f-f78575ca1bf3
81,LL0_1121_badges2_dataset,0.9921928151593223,0.0061897310650167545,"[1.0, 1.0, 0.987731566678935, 1.0, 0.987731566678935, 1.0, 0.987731566678935, 0.987731566678935, 0.987731566678935, 0.987731566678935, 0.987731566678935]",11,6df1ff36-67cf-47d6-b01b-79e13fadbc13
82,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,74b9a277-1977-45b2-a953-3dc72b5ef139
83,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,3ac9a0e0-0daf-474a-948d-51f19798cc90
84,LL0_1121_badges2_dataset,0.9977693757598064,0.00496282563462088,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.987731566678935, 1.0, 0.987731566678935, 1.0]",11,c63a1624-33b3-4253-83f3-f5e083b60b01
85,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,423731fe-439c-4846-9c0e-bcd063c5e088
86,LL0_1121_badges2_dataset,0.9988846878799031,0.00369907182649691,"[1.0, 0.987731566678935, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,ed88d7d0-af80-4526-b9fc-02ff91dbe178
87,LL0_1121_badges2_dataset,0.9932359307359309,0.011584805716689286,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.9751984126984128, 1.0, 1.0, 1.0, 0.9751984126984128, 0.9751984126984128]",11,b0447e93-34a5-49ce-ae67-3ef2b3030b9e
88,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,e884b048-349f-4d29-846a-cbf782c1f3b5
89,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,2a00c79e-0d2c-4a0b-8e93-1b1cec6c2dd0
90,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,23f4c255-45c4-4885-b1f3-b347c1920812
91,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,95618583-d577-4873-a1a2-5c6fe63364fd
92,LL0_1121_badges2_dataset,0.9899621909191286,0.0049628256346208885,"[0.987731566678935, 0.987731566678935, 0.987731566678935, 0.987731566678935, 1.0, 0.987731566678935, 0.987731566678935, 0.987731566678935, 0.987731566678935, 1.0, 0.987731566678935]",11,0db8ac95-e057-4061-82c3-fa4f1a013951
93,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,9b4ca637-aa7d-4e82-ae03-b657a8095878
94,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,730361fc-92d1-4497-b2f0-763acb7b0c1a
95,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,df12248c-28bb-40e6-b6d2-c804bdea41a9
96,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,63ba1616-9cec-4337-ae39-302563f73727
97,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,f77fec1d-139b-4dc7-87d6-aeb80eb48d67
98,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,d73dcadc-5507-497e-b6d0-bca27f07360d
99,LL0_1121_badges2_dataset,0.9888468787990319,0.00369907182649691,"[1.0, 0.987731566678935, 0.987731566678935, 0.987731566678935, 0.987731566678935, 0.987731566678935, 0.987731566678935, 0.987731566678935, 0.987731566678935, 0.987731566678935, 0.987731566678935]",11,1419dce0-2c45-486c-8a6d-66d8504a36f6
100,LL0_1121_badges2_dataset,0.9887265512265512,0.01295220654432271,"[1.0, 0.9751984126984128, 1.0, 0.9751984126984128, 1.0, 1.0, 0.9751984126984128, 1.0, 1.0, 0.9751984126984128, 0.9751984126984128]",11,c5568632-0083-4036-be06-691dd4a0f77c
101,LL0_1121_badges2_dataset,0.9977453102453103,0.00747795993496435,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9751984126984128, 1.0]",11,8fb6a78a-7b31-4fb9-ae2c-4468200efe51
102,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,86e77ccb-1b6e-47f1-b70e-d2dee4690840
103,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,8b23b81b-227b-4b2c-ac36-6113eb5e6195
104,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,9b93955c-7e5b-4277-9b29-e854a2cf2427
105,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,5147fc60-7f11-49e7-8398-f3b31d1e89d8
106,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,3f385e6d-7adf-46ca-984e-667530f2d8fa
107,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,e4358dfa-9f26-4a81-9efa-56b8186d6349
108,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,614fa067-f707-4e64-b95a-6ccc6413d738
109,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,f5508156-9a1a-4773-85f0-61694a4af86c
110,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,6c8222f2-c743-4eb1-be27-3a5e33590394
111,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,59f80e07-b55b-4cd9-9745-558e32aad39e
112,LL0_1121_badges2_dataset,0.9944234393995159,0.006406980344339312,"[0.987731566678935, 1.0, 1.0, 0.987731566678935, 1.0, 0.987731566678935, 1.0, 1.0, 1.0, 0.987731566678935, 0.987731566678935]",11,a384e257-c81c-4ecc-9d13-bbc3a994423b
113,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,2ff58d91-64cf-4c84-81ba-cf75c23743f1
114,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,288c3e89-d18a-4b50-bcb0-46901e98ce17
115,LL0_1121_badges2_dataset,0.9437314253144975,0.031458280403942135,"[0.9122257053291536, 0.9761904761904762, 0.9255952380952381, 0.9122257053291536, 0.9761904761904762, 0.9761904761904762, 0.9255952380952381, 0.9761904761904762, 0.9122257053291536, 0.9761904761904762, 0.9122257053291536]",11,4d7f3c8c-4122-4e24-aa68-45fa81b6aabf
116,LL0_1121_badges2_dataset,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",11,1ccb0773-62c3-4ae1-96a4-dbb3dde9d150
117,LL0_1121_badges2_dataset,0.9944464606550304,0.00837841512540757,"[1.0, 0.9757163671685285, 1.0, 0.987731566678935, 1.0, 1.0, 0.987731566678935, 1.0, 0.987731566678935, 1.0, 1.0]",11,cb7e36b5-0ae9-4282-bcd3-9dd872705fae
